Month	Day	Hour	wtr	CO2dep	O2dep
8	20	10	17.415	68.25801077	-36.15324131
8	20	12	18.152	61.97404484	-36.63465088
8	20	14	19.103	61.31063812	-29.82071071
8	20	16	18.961	64.67564687	-26.41345646
8	20	18	19.056	64.27284072	-26.15330787
8	20	20	18.723	65.41439348	-32.36329403
8	20	22	18.247	67.64002258	-42.74217463
8	21	0	17.701	70.10854531	-41.4232639
8	21	2	17.439	69.85129928	-51.33346144
8	21	4	17.249	72.3546575	-56.16882248
8	21	6	17.082	72.60640253	-52.75837878
8	21	8	17.082	72.29441658	-48.46538864
8	21	10	17.677	63.03463086	-36.31018636
8	21	12	18.247	53.97029249	-32.35777116
8	21	14	18.557	52.49466959	-22.02024519
8	21	16	18.081	58.56095819	-23.10975999
8	21	18	18.343	55.1945061	-19.92119092
8	21	20	18.176	59.89030349	-37.17684905
8	21	22	17.558	60.92602771	-40.85366098
8	22	0	17.058	64.19482142	-30.51238503
8	22	2	16.725	73.25678645	-41.80099164
8	22	4	16.392	73.7586303	-40.91364588
8	22	6	16.058	70.57633873	-41.54736662
8	22	8	15.939	76.32151517	-42.46904064
8	22	10	15.891	75.56746574	-44.34945929
8	22	12	15.963	69.31466406	-41.51081454
8	22	14	16.106	68.66311173	-38.88148427
8	22	16	16.058	68.68667613	-38.83907813
8	22	18	16.058	68.93894388	-38.30979162
8	22	20	15.891	69.22741682	-39.50791613
8	22	22	15.652	70.83371727	-41.56503848
8	23	0	15.414	76.77714419	-47.04494079
8	23	2	15.151	77.7550434	-48.23003508
8	23	4	14.936	77.81273179	-50.20969204
8	23	6	14.745	79.2539514	-51.88723618
8	23	8	14.697	84.15126708	-54.12166289
8	23	10	15.031	86.5936353	-50.44055256
8	23	12	15.438	78.81301075	-46.36432312
8	23	14	16.296	85.83633042	-41.11075275
8	23	16	16.534	82.56198542	-46.78421867
8	23	18	16.82	83.40400107	-46.03047522
8	23	20	16.868	77.57745314	-51.23061722
8	23	22	16.296	79.64318393	-51.92859242
8	24	0	15.891	80.52231377	-62.41538651
8	24	2	15.509	82.08775329	-59.844111
8	24	4	15.175	81.66948454	-52.37492121
8	24	6	14.888	83.63323591	-54.32357592
8	24	8	15.103	82.94202217	-55.14868502
8	24	10	15.557	83.43701491	-47.36935401
8	24	12	15.724	82.36765398	-44.18558692
8	24	14	17.677	77.26278503	-37.35633769
8	24	16	18.628	76.03706249	-33.95974568
8	24	18	18.652	75.03478277	-38.92268679
8	24	20	18.842	74.13242089	-35.15766482
8	24	22	17.582	71.05510759	-50.94046639
8	25	0	16.844	72.05429663	-58.25400348
8	25	2	16.272	75.20875281	-64.47154092
8	25	4	15.819	76.80449382	-65.42501618
8	25	6	15.461	79.55718095	-67.1159331
8	25	8	15.676	80.32551816	-58.31402847
8	25	10	16.868	78.2664189	-48.41877197
8	25	12	17.605	74.65606529	-43.8715964
8	25	14	18.604	78.2320342	-40.87463912
8	25	16	19.484	74.76497151	-33.14468701
8	25	18	19.579	74.00327973	-32.62634427
8	25	20	19.413	72.46160841	-33.96839372
8	25	22	17.819	71.49013206	-45.94810813
8	26	0	17.272	71.37492088	-51.92067152
8	26	2	16.677	71.06323276	-56.89613445
8	26	4	16.296	74.36994992	-56.60761404
8	26	6	15.867	70.15687855	-60.5692925
8	26	8	16.034	66.23738682	-51.94049916
8	26	10	15.963	84.11358163	-55.41315506
8	26	12	17.13	74.18580143	-48.63483457
8	26	14	17.701	72.34357145	-46.6941762
8	26	16	18.057	71.04679007	-36.51717813
8	26	18	18.271	67.42374312	-41.26295163
8	26	20	18.01	62.96771841	-46.6222864
8	26	22	17.558	61.57035265	-55.67634887
8	27	0	17.106	65.22557155	-56.45500209
8	27	2	16.606	67.7114261	-61.74575123
8	27	4	16.153	65.43299321	-62.1886163
8	27	6	15.772	72.25656186	-57.74268885
8	27	8	15.915	68.88237014	-60.75980756
8	27	10	16.677	69.09644954	-54.3473752
8	27	12	17.153	69.47268275	-53.86282533
8	27	14	18.319	65.99580916	-34.69691935
8	27	16	19.555	60.2902039	-27.85206357
8	27	18	19.032	59.89359748	-35.13029157
8	27	20	19.056	62.96874581	-43.93204198
8	27	22	18.271	59.72068365	-43.47476559
8	28	0	17.582	61.64295911	-47.22255172
8	28	2	17.13	64.35631441	-53.33380814
8	28	4	16.82	66.60282395	-57.84860555
8	28	6	16.463	66.11449191	-52.96133141
8	28	8	16.296	62.75609355	-34.71604962
8	28	10	16.058	68.05599815	-41.42326033
8	28	12	16.034	70.98329905	-39.30696283
8	28	14	16.058	70.56197386	-38.26474204
8	28	16	16.106	70.79409358	-37.93653962
8	28	18	15.986	72.27602946	-38.89944794
8	28	20	15.772	74.46349508	-42.62583814
8	28	22	15.485	76.72604216	-44.99477145
8	29	0	15.247	79.08780265	-47.13293999
8	29	2	14.96	81.03971812	-50.12947042
8	29	4	14.745	81.44653896	-52.39532389
8	29	6	14.505	85.5373853	-56.01747604
8	29	8	14.385	79.51803895	-55.10357985
8	29	10	14.409	80.91980261	-54.69197721
8	29	12	14.697	84.32029906	-51.01748556
8	29	14	14.816	77.92840847	-47.98337454
8	29	16	14.84	86.63297101	-47.30001883
8	29	18	14.768	78.9373858	-48.23336277
8	29	20	14.601	84.81039721	-50.35113453
8	29	22	14.481	82.82099558	-52.84556686
8	30	0	14.361	83.62758497	-54.81736854
8	30	2	14.194	89.95693587	-62.81714356
8	30	4	13.978	92.88161621	-63.67683828
8	30	6	13.882	95.19442097	-70.12167896
8	30	8	13.882	100.6473395	-66.91857959
8	30	10	14.721	98.07442611	-60.13101508
8	30	12	15.724	91.83967588	-53.88027846
8	30	14	16.534	88.43997089	-51.60485475
8	30	16	16.63	88.17673407	-49.37054821
8	30	18	15.7	87.38678097	-61.13852065
8	30	20	16.249	82.60413812	-58.80096299
8	30	22	15.629	83.46826441	-61.12707788
8	31	0	14.888	82.86710643	-64.70766569
8	31	2	14.337	86.95909005	-70.66135479
8	31	4	14.074	89.1615992	-63.00734585
8	31	6	13.834	88.21356373	-69.62466922
8	31	8	13.93	87.16459376	-68.40334667
8	31	10	14.409	87.51818224	-66.96862396
8	31	12	14.266	94.73986634	-61.4615208
8	31	14	14.122	96.24651236	-64.04446894
8	31	16	14.505	94.5521014	-60.3334507
8	31	18	14.337	90.14573475	-67.41869534
8	31	20	14.361	83.11651657	-55.75372918
8	31	22	14.194	84.8550971	-58.72540344
